GENEID	barcode01.filtered.bam	barcode02.filtered.bam	barcode03.filtered.bam	barcode04.filtered.bam	barcode05.filtered.bam	barcode06.filtered.bam	barcode07.filtered.bam	barcode08.filtered.bam	barcode09.filtered.bam	barcode10.filtered.bam	barcode11.filtered.bam	barcode18.filtered.bam	barcode19.filtered.bam	barcode20.filtered.bam	barcode21.filtered.bam
gene-SNURF	27	5	26	17	13	14	11	14	27	16	31	36	39	61	26
gene-SNW1	67	46	65	99	16	44	18	27	53	21	80	70	69	34	36
gene-SNX1	102	54	102	104	22	26	6.99999	9.99999	74	30	74	47	85	50	46
gene-SNX10	67	117	109	94	19	16	6	12	51	18	63	34	36	28	36
gene-SNX11	14	14	5	2.99999	0	1	0	0	9	0	0	1.00002	0	1	0
gene-SNX12	38	33	48	55	19	15	17	18	43	22	61	70	49	37	29
gene-SNX13	30	11	14	30	13	8	5	11	22	6	22	15	15	8	7
gene-SNX14	53	21	23	56.00001	15	30.00001	10.00001	29	37.99999	11.99999	70	54.99999	41.00002	26	27
gene-SNX15	10	3	11	24	4	2	0	1	6	1	3	9	10	3	5
gene-SNX16	13	12	17	23	2	8	4	4	10	1	16	18	34	54	42
gene-SNX17	64	43	67	79	20	23	14	21	42	28	40	108	109	25	33
gene-SNX18	22	17	36	23	14	13	6	7	27	5	29	23	23	2	4
gene-SNX19	8	12	6	13	3	7	1	3	5	2	7	9	7	3	2
gene-SNX2	85	58	77	66	22	18	9	19	63	17	52	61	52	81	68
gene-SNX20	7	9	0	6	1	6	0	1	9	5	9	0	0	0	0
gene-SNX21	4	2	0	0	0	0	0	0	0	1	0	1	2	0	0
gene-SNX22	32.00001	8.00001	15	29.00001	6	6.99999	8.00001	8.00001	8.00001	3.99999	15.99999	3.99999	6	21	3.99999
gene-SNX24	15	6	11	30	13	8	11	12	24	13	18	35	26	27	16
gene-SNX25	4	1	4	12	1	4	4	5	5	2	6	0	4	0	0
gene-SNX27	10	9	12	12	5	5	1	6	14	4	7	6	12	5	2
gene-SNX29	37	27	32	18	6	2	2	8	21	14	24	26	30	17	24
gene-SNX3	347	231	408	327	101	106	59	60	176	66	284	320	358	222	209
gene-SNX30	13	5	8	10	3	2	0	4	3	1	10	2	3	0.99999	0
gene-SNX31	33	0	2	18	23	12	32	61	6	69	35	0	0	0	0
gene-SNX32	111	87	120	134	41	38	23	58	122	46	91	22	57	28	22
gene-SNX33	17	5	20	10	7	7	5	7	8	6	14	31	11	5	4
gene-SNX4	21	9	22	14	10	4	2	10	9	6	10	23	24	38	14
gene-SNX5	198	108	168.99999	164	66	61	22	56	154	34	156.99999	149	159.99999	108	94
gene-SNX6	107	75	99	116	22	19	4	14	41	13	31	112	133	126	117
gene-SNX7	78	54	83	81	6	5	4	4	26	17	17	83	74	165	133
gene-SNX8	11	3	12	6	0	6	3	8	21	5	21	14	8	5	5
gene-SNX9	27	11	34	45	9	8	4	12	31	15	21	19	10	3	7
gene-SOAT1	59	46	54	41	10	14.00001	12.99999	28	38	17	19	17	28	15	9
gene-SOAT2	1	1	1	0	0	0	0	0	2	0	2	0	0	0	0
gene-SOCS1	72	83	143	120	0	2	0	3	12	3	17	1	3	6	3
gene-SOCS2	97	20	60	53	22.00002	10.99998	16.99998	20	36.99998	17	59	4.00002	7	1.00002	1.00002
gene-SOCS3	148	273	230	168	15	4	2	17	62	30	50	16	15	8	7
gene-SOCS4	18	14	23	24	6	6	2	12	22	4	11	13	11	11	5
gene-SOCS5	24	15	35	28	2.00001	11.00001	6	15	29	6	15	32	25	15	6
gene-SOCS6	26	12	26	47	5	9	1	6	12	7	18	8	9	8	0
gene-SOCS7	6	5.00001	12.99999	9.99999	2.00001	6.99999	2.00001	2.00001	0	0.99999	6.99999	0	0.99999	0	0
gene-SOD1	7736	3166	5908	6360	1141	2263	1118	1190	2187	1351	3868	1792	1748	1203	1210
gene-SOD2	1394	3120	2559	1581	254	131	64	194	1316	263	1164	201	213	207	172
gene-SOD3	35	14	24	25	11	5	0	5	15	8	15	0	1	0	0
gene-SOGA1	21	5.00001	21.99999	20.00001	3	2.00001	3.99999	6.99999	17.00001	5.00001	15.99999	9	9.99999	0.99999	3.99999
gene-SOGA3	1	0	3	1	0	1	0	0	16	0	25	8	17	10	6.99999
gene-SOHLH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SOHLH2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-SON	83	53	73	106	17	25	14	46	59	19	75	27	22	8	2
gene-SORBS1	10.00007	4	34.00004	58	2	17	3	8	53	52	10	1	0	0	0
gene-SORBS2	100.99998	32.99999	45	203.99997	29.00006	24	18.99998	115.99999	119.00008	28.99997	143.99998	402.00002	329	204.00005	218.99999
gene-SORBS3	206.99999	134	173	145.99999	40	26.99999	25	55	69	20	118	263.99999	300	77	94
gene-SORCS1	1	0	3	3.00001	0	0	0	0	3	0	3	0	0	0	0
gene-SORCS2	8.00001	4	0.99999	9	0.99999	6	5.00001	5.00001	2.00001	2.00001	12.99999	6	6	0	0.99999
gene-SORCS3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SORD	13	14	12	18	16	16	8	10	23	10	9	3	1	0	0
gene-SORL1	45	72	63	68	21	29	12	23	54	14	65	0	0	0	0
gene-SORT1	24	8	19	39	13	25	15	40	37	17	46	1	0	0	0
gene-SOS1	17	10	13	21	1	6	2	4	10	3	7	9	5	0	2
gene-SOS2	7	8	9	19	6	5	3	3	9	4	18	5	3	0	2
gene-SOST	37	20	40	33	4	8	9	3	11	10	11	0	0	0	0
gene-SOSTDC1	3	0	1	0	0	0	1	1	0	0	0	1	3	2	0
gene-SOWAHA	3	1	4	4	4	4	1	8	3	2	8	0	0	0	0
gene-SOWAHB	1	2	7	7	1	6	0	2	13	3	3	0	0	0	0
gene-SOWAHC	9	6	6	11	1	3	5	9	7	10	5	3	4	7	3
gene-SOWAHD	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0
gene-SOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SOX10	4	0	1	6	6	4	8	14	2	17	12	0	0	0	0
gene-SOX11	1	1	3	6	0	4	0	0	1	0	3	0	0	0	0
gene-SOX12	11	1	7	18	0	6	5	6	6	10	17	23	14	7	5
gene-SOX13	12	1	2	9	2	3	2	4	4	1	4	0	1	0	0
gene-SOX14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SOX15	7	3	3	3	1	0	1	3	7	2	4	0	1	0	0
gene-SOX17	3	7	3	5	1	0	0	1	2	1	2	0	0	0	0
gene-SOX18	12	3	4	2	2	4	3	3	5	3	5	0	0	0	0
gene-SOX2	60	12	45	67	18	27	7	27	30	15	35	11	8	1	8
gene-SOX21	20	8	15	21	7	4	2	9	24	8	20	0	0	0	0
gene-SOX3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-SOX30	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gene-SOX4	69	51	70	77	23	17	7	30	105	17	62	5	3	5	5
gene-SOX5	4	13.00002	4.00003	1.00001	11	2.00002	0	2	4.00004	5.00001	6	1	0	1.00001	0
gene-SOX6	1.99998	3.00006	5.00006	3.00006	0	0	0	1.00008	0	1.00008	0	1.99998	2.00001	0	0
gene-SOX7	2	1	5	2	2	0	1	0	4	0	2	0	0	0	0
gene-SOX8	0	0	3	0	0	1	1	1	0	1	1	0	0	0	0
gene-SOX9	17	9	22	29	6	12	5	22	19	14	28	5	6	3	0
gene-SP1	15	15	20	23	6	10	6	4	4	5	18	4	7	0	1
gene-SP100	1894.00001	1417	2772.00004	2193	147	114	35	76	546.99996	95	481.00002	259	205.00002	1322.00003	1129.99999
gene-SP110	32	30	31	43.00001	2	0	0	0	8	0	13	25	16	14.00001	15
gene-SP140	44.99999	46	95	94.99998	9.99993	5.00004	0.9999	6	63	40.99999	85.99999	59	82	27.99996	98.99999
gene-SP2	17	11	14	9	2	4	1	4	14	5	9	2	16	1	1
gene-SP3	37	22	52	53	14	11	12	15	36	15	37	25	23	21	9
gene-SP4	10	3	10	4	0	9	0	1	6	2	15	3	2	2	0
gene-SP5	1	0	0	0	0	0	0	0	1	3	2	0	0	0	0
gene-SP6	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0
gene-SP7	6	3	16	29	3.99999	3	0	0	9.99999	6.99999	8.00001	0	0	0	0
gene-SP8	8	4	3	14	2	20	6	12	18	10	27	0	0	0	0
gene-SP9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPA17	192	114	210	244	117	111	23	49	340	44	294	0	2	0	2
gene-SPAAR	5	1	2	0	5	0	0	2	3	0	0	0	0	0	0
gene-SPACA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPACA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPACA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPACA6	39.00001	15.00001	10	27	5	2	5	6	1	5	6	0	1	0	0
gene-SPACA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPACA9	84.00001	30	62	93	24	29.99999	4	22	56	10.99999	43.99999	2.00001	9.99999	3	2.99999
gene-SPAG1	15	6	10	19	7	13	4	7	6	1	11	4	2	2	0
gene-SPAG11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPAG16	6	1	1	10	1	1	0	0	3	0	2	10	4	7	0
gene-SPAG17	0	1	6	18	1	11	1	4	38	1	36	0	0	0	0
gene-SPAG4	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0
gene-SPAG5	4	2	0	6	0	4	0	2	6	1	6	1	4	0	0
gene-SPAG6	69	32	68	90	29	28	16	42	102	35	90	0	0	0	0
gene-SPAG7	68	27	30	49	19	11	17	12	22	14	21	21	20	9	4
gene-SPAG8	5	0	3	0.99999	2	1	0	0	8	3	4	0	0	0	0
gene-SPAG9	23.00004	13	37	34.00002	6	9	4	10.99998	16.00002	8.00001	23.00004	15	18	5.00004	1.99998
gene-SPAM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPARC	1326	1360	1996	4220	871	482	164	213	2561	375	2270	5605	4594	1738	1784
gene-SPARCL1	151	63	85	165	24	40	26	44	74	32	102	0	0	0	0
gene-SPART	168	78	164	217	22	33	13	35	57	23	42	16	9	9	8
gene-SPAST	9	7	3	22	3	5	0	3	1	4	1	8	9	8	13
gene-SPATA1	19	11	8	33	1	21	1	5	21	5	16	3	10	8	0
gene-SPATA13	7	5	20	34.99999	7	6.99999	1	10	35	6.99998	19	4	1.99999	1	1
gene-SPATA16	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0
gene-SPATA17	18	9	14	23	8	9	2	0	37	6	31	2	1	4	4
gene-SPATA18	127	43.00001	156.99999	142.00001	37	53.99999	6	63.99999	128.00001	34	76.00001	0	0	0	0
gene-SPATA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPATA2	10	9	11	15	2	4	1	3	10	6	7	0	1	0	0
gene-SPATA20	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gene-SPATA21	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0
gene-SPATA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPATA24	84	32	58	70	31	47	27	25	98	43	102	59	62	54	39
gene-SPATA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPATA2L	2	0	4	1	0	3	0	1	4	2	1	3	4	0	1
gene-SPATA32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPATA33	4	3	6	5	3	3	2	1	6	1	7	2	2	0	0
gene-SPATA4	3	4	1	5	1	1	0	0	4	1	3	0	0	0	0
gene-SPATA45	38	12	14	20	15	15	12	14.00001	36	23	31.99999	7	6	10	11.00001
gene-SPATA46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPATA48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPATA5	6	4	5	5	1	1	0	8	3	0	7	7	6	10	2
gene-SPATA5L1	8	2	6	10	1	2	1	0	8	6	6	5	2	2	0
gene-SPATA6	7	6	6	11	3.99999	5.00001	2	0	18	3	16.99999	1	4	2	2
gene-SPATA6L	21	10	33	40	17	32	50	12	70	28.00001	72	29	12	7	1
gene-SPATA7	23	13	11	24	5	14	3.99999	11.00001	12.99999	4	28	17	12	13	16
gene-SPATA9	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
gene-SPATC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPATC1L	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
gene-SPATS1	2	0	2	1	3	5	0	0	7	6	1	0	0	0	1
gene-SPATS2	16	8	14	21	8	18	4	9	15	9	19	9	16	5	4
gene-SPATS2L	228.99999	89.00002	145.00002	180.00001	75	39	51	112.00002	64.00002	91	101.99999	64.00002	85	29	37.00002
gene-SPC24	39	33	42	65	22	25	22	3	81	23	94	590	568	405	359
gene-SPC25	5	5	2	4	5	2	0	3	17	0	3	58	94	104	47
gene-SPCS1	1064	518	649	931	447	489	293	357	690	473	1001	1562	1736	2502	1753
gene-SPCS2	222	150	240	269	67	86	25	83	162	86	198	165	183	241	199
gene-SPCS3	633	463	572	523	235	219	156	211	366	288	517	261	272	249	242
gene-SPDEF	25.99999	12	39	17	17	16	8	35	33	23	35	0	0	0	0
gene-SPDL1	3	2	2	1	1	2	0	1	1	0	4	10	10	5	3
gene-SPDYA	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
gene-SPDYC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPECC1	17	15	42	18	7	9	3	4	11	5	8	11	29	15	1
gene-SPECC1L	12	18	9	23	5	1	3	7	6	8	9	9	4	13	5
gene-SPEF1	29	6.00001	12	26	3.00001	2	1	9	8	1	19	0	0	0	0
gene-SPEF2	5	1	12	12	3	6	0	3	13	2	8	0	0	0	0
gene-SPEG	16.00001	0	12	2	0	0	4	0	3.00002	0	1.00001	0	0	0	0
gene-SPEGNB	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0
gene-SPEM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPEM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPEM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPEN	49.00002	24	39	73.99998	10.00002	3	2.00002	13.99998	16.00002	7.00002	34.00002	15	10.99998	0	1.99998
gene-SPESP1	3	0	1	5	0	3	1	0	5	1	9	1	1	0	0
gene-SPG11	27	11	20	17	7	3	4	16	17	4	26	15	5	8	9
gene-SPG21	15	8	4	9	15	7	1	4	9	4	11	19	17	14.99999	16
gene-SPG7	23	11	14	23	1	4	0	1	7	3	7	4	4	4	0
gene-SPHK1	13	13	17	12	5	10	6	9	11	5	20	18	12	4	8
gene-SPHK2	8	12	10	6	6	2	1	14	8	0	15	11	8	1	1
gene-SPI1	68	111	91	40	14	2	0	3	38	7	22	0	0	0	0
gene-SPIB	5	13	11	6	5	6	0	0	15	9	13	0	1	0	1
gene-SPIC	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gene-SPICE1	36.00001	3.99999	12	32.00001	1.00002	11	0	8	7	13	7	7	1.99997	0	1.00002
gene-SPIDR	54	15	15	35	4	17	11	20	32	16	13	21	19	28	11
gene-SPIN1	42	25	60	81.99999	9	19.99998	9	24	50.00002	26	42.00002	37.00002	35	12	9
gene-SPIN4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gene-SPINDOC	2	1	6	3	0	2	0	4	4	0	1	12	1	0	7
gene-SPINK1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gene-SPINK13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPINK14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPINK2	126	62	127	177	46	62	29	30	55	35	77	0	0	0	0
gene-SPINK4	30	58	14	11	9	56	18	9	28	1	11	0	0	2	3
gene-SPINK5	20	0	0	0	4	0	7	7	16	22	1	2	0	1	0
gene-SPINK7	48	0	1	1	1	1	119	29	154	23	0	0	0	0	0
gene-SPINK9	0	0	4	0	3	0	0	0	2	1	2	3	3	1	2
gene-SPINT1	51	27	43	40	20	19	21	20	69	38	78	0	1	4	0
gene-SPINT2	457	217	301	474	170	197	117	268	387	203	444	0	2	1	4
gene-SPINT3	1	1	0	0	1	0	1	1	0	0	1	0	0	0	0
gene-SPINT4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPIRE1	18	9	26.00001	13	2	1	4	7	7	14	23	7	7	6	4
gene-SPIRE2	8	2	6	15	3	1	2	2	13	2	18	0	0	0	0
gene-SPN	15	7	5	8	3	0	1	1	4	1	2	0	0	0	0
gene-SPNS1	2	6	14	15	4	3	1	3	10	6	10	0	1	1	3
gene-SPNS2	19.00001	7	15.00001	17.00001	3.00001	2.00001	3	6	5.00001	0.99999	6.00001	0	0.99999	0	0
gene-SPNS3	2	1	30	4	1	0	0	2	1	0	11	0	0	0	0
gene-SPO11	11	14	5	7	0	0	0	1	0	1	1	0	0	0	0
gene-SPOCD1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPOCK1	38	13	23	60	7	30	13	25	21	11	79	45	24	10	11
gene-SPOCK2	22	6	12	16	6	8	7	9	12	9	24	0	0	0	0
gene-SPOCK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gene-SPON1	12	7	11	13	3	1	0	1	12	2	13	2	0	0	0
gene-SPON2	11	4	6	15	0	6	1	3	8	0	3	114	100	53	55
gene-SPOPL	22	10.00002	34	19.99998	4.00001	6.00003	4.00001	8.99997	5.00003	8.00002	12	8	22.99997	9	5.99998
gene-SPOUT1	28	13	37	31	9	10	6	11	13	3	15	15	23	8	5
gene-SPP1	912	1016	1845	1986	425	348	79	92	1165	195	1351	32	28	65	34
gene-SPP2	4	5	10	22.00001	7	15.99999	12	4	6	2	29	0	1	0	1
gene-SPPL2A	68	37	54	100	19	18	7	27	55	17	53	31	25	31	30
gene-SPPL2B	8	5.00001	10.99999	18.00001	1	2.00001	3.99999	6	3	2.00001	3.99999	10	3	0.99999	3.00001
gene-SPPL2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPPL3	18	8	17	21	8	6	3	14	20	6	14	5	9	2	1
gene-SPR	17	4	14	17	6	11	4	15	8	13	14	5	7	9	7
gene-SPRED1	24	26	48	38	5	4	2	12	15	3	26	8	12	8	3
gene-SPRED2	10	6	15	20	8	8	6	11	15	8	17	9	6	5	1
gene-SPRED3	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0
gene-SPRING1	45	23	28	22.99999	18	11	6	17	29	10	39	24	25	16	26
gene-SPRN	12	0	4	2	0	2	0	1	2	0	4	14	6	5	1
gene-SPRR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPRTN	11	6	7	12	2	2	1	7	15	5	4	4	2	2	2
gene-SPRY1	47	5	27	50	2.00001	5.00001	7	6	12	9.99999	16	1	6	0	0
gene-SPRY2	38	12	27	57	3	10	5	10	20	8	25	2	1	1	2
gene-SPRY3	2	2	1	1	0	0	2	0	0	1	0	0	2	0	0
gene-SPRY4	4	8	2	5	0	2	2	1	4	1	3	2	1	2	0
gene-SPRYD3	88	40	67	70	17	38	24	31.99999	60	25	56	48	45	17.99999	12
gene-SPRYD4	17	15	16	10	8	8	3	6	10	5	16	17	17	11	15
gene-SPRYD7	19	4	12	21	9	12	8	16	15	6	31	12	26	16	26
gene-SPSB2	19	7	8	20	10	5	4	0	12	2	22	12	19	10	6
gene-SPSB3	5	1	4	4	2	0	0	4	4	3	8	1	0	1	1
gene-SPSB4	0	0	0	0	1	0	0	1	0	1	2	3	0	0	0
gene-SPTA1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0
gene-SPTAN1	106.99998	66.00001	149.99996	133.99999	18.99997	72	18.99999	60.99996	85.99999	14	65.99998	78.99999	94	10	9
gene-SPTB	18	1	0	4	1	1	3	2	1	2	4	0	0	0	0
gene-SPTBN1	102.99999	97	120.99998	173	36	51.99999	33	83.00001	134	66.99999	148.99998	109.99998	98	26.00001	16
gene-SPTBN2	26	2	6	15	8	10	3	10	23	7	7	0	0	0	0
gene-SPTBN4	13	1	0	4	0	3	1	2	0	0	2	0	0	0	0
gene-SPTBN5	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0
gene-SPTLC1	40	24	55	52	8	17	12	19	37	16	29	19	17	8	7
gene-SPTLC2	41	40	53	47	16	17	7	24	83	23	74	11	11	10	11
gene-SPTLC3	4	0	2	0	0	0	0	0	0	1	0	2	1	2	5
gene-SPTSSA	120	55	109	121	34	63	46	48	90	44	141	118	124	139	108
gene-SPTSSB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SPTY2D1	18	17	22	31	2	2	0	7	14	5	13	3	5	4	2
gene-SPTY2D1OS	1	1	3	0	0	0	0	1	3.99999	1	1	2	3	3	3
gene-SPX	2	0	0	3	0	0	0	0	1	0	1	1	0	0	0
gene-SPZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SQLE	45	30	58	56	12	28	7	25	62	14	62	52	51	27	22
gene-SQOR	75	51	74	65	16	21	16	10	60	14	33	24	18	15	10
gene-SQSTM1	408	159	309	305	59	79	45	183	301	106	438	174	255	219	252
gene-SRA1	333	191	221	268	116	151	67	83	225	129	312	897	1011	574	527
gene-SRARP	0	0	1	0	2	0	0	1	0	0	2	0	0	0	0
gene-SRBD1	1	9	5	15	4	1	1	1	3	1	7	2	10	2	3
gene-SRC	37	20	56	39	12	14	7	7	24	17	19	13	22	4	5
gene-SRCIN1	24.00002	2.9999	4.99994	6.00006	0.9999	6.00006	0.9999	4.99994	6.99996	2.00002	8.99998	0	0	0	0
gene-SRD5A1	7	2	2	6	1	1	0	0	1	6	3	0	3	3	0
gene-SRD5A2	0	0	0	1	0	0	1	2	0	0	3	0	0	0	0
gene-SRD5A3	37	10	23	26	7	7	3	6	16	6	8	19	10	4	6
gene-SREBF1	28	5	20	27	11	12.99999	6.99999	41	30	14.00001	36	6	5	1	2.00001
gene-SREBF2	33	16	27	29	6	11	7	11	20	9	14	22	16	7	5
gene-SREK1	41.99999	23.99999	59.00001	49	10	7	0	4	16	7	19	16	13	9	6
gene-SREK1IP1	29	30	29	30	11	10	5	7	38	13	29	45	70	95	54
gene-SRF	28	17	30	24	9	7	3	7	22	2	17	12	11	1	1
gene-SRFBP1	30	22	26	28	2	10	5	7	23	12	31	27	36	24.99999	28
gene-SRGAP1	4	2	8	6	2	3	1	2	1	0	5	1	2	0	2
gene-SRGAP2	27.99998	22	33.99998	27.00002	3	11	9.00002	20.00002	9	5	18	13.99998	12.00002	0	1.99998
gene-SRGAP3	5.00001	6	3	6.99999	0	6	0.99999	3.99999	3	0	5.00001	0.99999	0	0	0
gene-SRGN	1596	4568	2529	1277	711	160	38	92	4774	307	3023	1758	1854	3017	1999
gene-SRI	213	154	223	236	57	66	27	66	188	56	205	161	169	154	133
gene-SRL	1	4	3	3	1	3	0	0	3	1	5	0	3	0	0
gene-SRM	17	12	15	29	12	6	4	9	12	11	18	22	16	10	25
gene-SRMS	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SRP14	1016	803	1148	1226	791	777	320	600	1058	748	1616	1786	1733	2481	1775
gene-SRP19	259	144	232	253	100	107	64	72	163	115	280	341	403	472	296
gene-SRP54	75	47	56	74	41	23	14	34	38	41	65	36	36	34	24
gene-SRP68	63	43	60	49	14	28	14	29	36	27	56	74	55	33	24
gene-SRP72	49	20	45	55	22	11	11	33	50	19	58	60	38	15	21
gene-SRP9	171	100	135	165	53	40	17	56	81	59	128	103	111	75	84
gene-SRPK1	19	19	29	28	9	6	12	13	26	7	25	29	24	18	16
gene-SRPK2	30.99999	24	24	39.99998	11.00001	6.00003	12.99999	17.00003	35	11.00004	45	20	36.99997	19	8.00004
gene-SRPK3	0	2	0	0	0	0	1	0	0	2	0	1	0	0	0
gene-SRPRA	160	101	128	137	95	81	39	83	85	71	175	117	111	38	43
gene-SRPX	17	16	44	55	11	3	3	1	14	3	11	2	1	0	0
gene-SRPX2	12	2	8	14	4	1	1	1	3	2	8	25	11	6	6
gene-SRR	2	5	2	6.99999	1	6.99999	0	0	8	5.00001	6	2	1.99999	2.99999	1
gene-SRRD	3	1	3	8	1	0	0	0	3	0	3	4	12	1	4
gene-SRRM1	61.99998	41	40.99999	50.99998	9.99997	13	7.99998	51	47	16	29.99998	38	30	11	7.00002
gene-SRRM2	153	82	171	181.99998	48	67	15	66.00002	121.00001	34.99998	120	87.00002	59.99999	14	15.00002
gene-SRRM3	0	1	0	3	0	2	0	2	1	0	0	0	0	0	0
gene-SRRM4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
gene-SRRM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-SRRT	45	16	54	49	9	11	5	17	20	16	27	19	17	8.99999	2
gene-SRSF1	21	22	28	16	10	1	6	0	11	0	23	10	3	13	5
gene-SRSF10	205	226	316	224	37	49.00001	28.99999	31	61	38.00002	137.99999	177.00001	169.99999	190	116.00001
gene-SRSF11	113.00002	29.00002	128.99999	51.99999	10	14.00002	2.00001	20	22.00002	7	55.00001	17	40.99999	9	6
gene-SRSF12	25	1	2	0	0	0	0	1	7.00002	1.00002	1	0	1	0	1.00002
gene-SRSF2	60	28	49	89	21	15	13	41	68	26	84.00001	35	38	15	17.99999
gene-SRSF3	601	323	422	496	105	124	83	140	412	170	546	419	499	473	394
gene-SRSF4	73	41	41	52	18	17	9	25	38	12	34	33	31	26	15
gene-SRSF5	78.00001	16.99999	21	70	20.99999	31	10	44.99999	78.99999	18.00001	83	13	25	8	22.99999
gene-SRSF6	116	84	95	160	22	30	14	29	106	26	87	67	93	50	42
gene-SRSF7	171.00001	97	238.00001	192	45	50	21.00001	34	78	34	135	104	149.00001	221	137
gene-SRSF9	61	65	98	132	28	34	9	33	87	33	87	42	54	41	25
gene-SRXN1	51	7	8	20	1	5	1	46	48	25	66	117	104	91	69
gene-SS18	79	36	55	64	15	20	7	22	59	13	42	26	37	18	29
gene-SS18L1	25	2	15.99999	12	0	2	9	4	1	1	2	15	8	51	8
gene-SS18L2	26	33	40	55	49	44	27	41	52	54	92	64	56	102	56
gene-SSB	112	61	104	119	24	30	15	46	67	25	120	117	95	112	74
gene-SSBP1	103	87	91	133	45	59	24	26	142.99999	43.00001	150	268.00001	218.00001	236	196
gene-SSBP2	29	15	32	43	22	25	13	7	21	15	69	57	54	28	54
gene-SSBP3	67.00001	43.99998	71	110.99999	28	12	6	16	39	15	48	37.99999	6	10	4
gene-SSBP4	47	12	34	51	9.00002	11	4	12	37	11	24	14.99999	13	4.99999	7
gene-SSC4D	1	0	0	2	0	0	0	0	0	0	1	1	0	0	1
gene-SSC5D	7	2	2	3	0	0	0	0	0	0	0	8	7	1	0
gene-SSH1	10	7	21	8	6	4	2	4	6	7	9	1	4	5	3
gene-SSH2	14	16	10.99999	16	4	6	5	7	32	9	31	7	9	0	0
gene-SSH3	9	7	0	3	2	4	2	0	3	5	11	1	3	0	0
gene-SSMEM1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
gene-SSNA1	140	55	71	91	42	24	17	16	30	19	64	132	171	115	111
gene-SSPN	17	9	15	12	2	7	3	5	10	5	7	8	15	4	4
gene-SSPOP	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0
gene-SSR1	126	131	168	231	63	68	19	78	133	57	182	200	169	200	162
gene-SSR2	432	202	276	248	183	64	74	98	102	94	196	251	326	228	234
